Exception 
         479298 function calls (455231 primitive calls) in 1.364 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        3    0.000    0.000    0.001    0.000 http11.py:140(_send_request_headers)
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
       85    0.000    0.000    0.000    0.000 __init__.py:1056(handle_endtag)
        4    0.000    0.000    0.000    0.000 connection_pool.py:401(__iter__)
        9    0.000    0.000    0.000    0.000 http11.py:274(has_expired)
      206    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        3    0.000    0.000    0.002    0.001 _models.py:1101(extract_cookies)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
        2    0.000    0.000    0.000    0.000 _client.py:546(_redirect_headers)
        5    0.000    0.000    0.000    0.000 _models.py:304(__setitem__)
        3    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       65    0.000    0.000    0.000    0.000 __init__.py:909(_linkage_fixer)
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        3    0.000    0.000    0.001    0.000 cookiejar.py:1356(add_cookie_header)
       56    0.000    0.000    0.000    0.000 request.py:397(add_header)
  142/137    0.000    0.000    0.000    0.000 css_parser.py:385(_freeze_relations)
      247    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
       12    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
       29    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
       23    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        9    0.000    0.000    0.000    0.000 _connection.py:544(send_with_data_passthrough)
        1    0.000    0.000    0.000    0.000 _synchronization.py:196(LockAdapter)
       87    0.000    0.000    0.000    0.000 filter.py:539(matches_tag)
      123    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 request.py:339(full_url)
        1    0.000    0.000    0.028    0.028 css_parser.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       26    0.000    0.000    0.001    0.000 dataclasses.py:627(_repr_fn)
       22    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
      231    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 http11.py:330(__iter__)
       87    0.000    0.000    0.000    0.000 parser.py:345(check_for_whole_start_tag)
      120    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
        3    0.000    0.000    0.756    0.252 ssl.py:1313(do_handshake)
       15    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
        3    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
      336    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       15    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1272(_cookies_for_domain)
       59    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       50    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2189(__init__)
       18    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       12    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       37    0.000    0.000    0.001    0.000 typing.py:740(Optional)
        1    0.000    0.000    0.003    0.003 ssl.py:1(<module>)
        3    0.000    0.000    0.318    0.106 http11.py:170(_receive_response_headers)
      248    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      300    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       29    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:949(set_ok)
      299    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
        2    0.000    0.000    0.001    0.000 _client.py:517(_redirect_url)
      125    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_data)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       47    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       87    0.000    0.000    0.001    0.000 _htmlparser.py:204(handle_endtag)
       29    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        1    0.000    0.000    1.245    1.245 financial_enhanced.py:5(financial)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
    40/31    0.000    0.000    0.005    0.000 css_parser.py:746(parse_pseudo_open)
       26    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        6    0.000    0.000    0.000    0.000 _events.py:337(__init__)
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       19    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        2    0.000    0.000    0.002    0.001 _streams.py:1(<module>)
      195    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        3    0.000    0.000    0.000    0.000 _models.py:516(__init__)
        1    0.000    0.000    0.001    0.001 _status_codes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
      121    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        6    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        9    0.000    0.000    0.000    0.000 sync.py:130(write)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1886(__init__)
      240    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
       24    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
      110    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
      257    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1475(__init__)
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        7    0.000    0.000    0.001    0.000 _urls.py:77(__init__)
       51    0.000    0.000    0.000    0.000 typing.py:885(__init__)
       27    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.004    0.004 __init__.py:211(__init__)
        1    0.000    0.000    0.024    0.024 request.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        4    0.000    0.000    0.000    0.000 default.py:125(__iter__)
        2    0.000    0.000    0.010    0.005 utils.py:1(<module>)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        6    0.000    0.000    0.000    0.000 _models.py:328(__delitem__)
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        6    0.000    0.000    0.000    0.000 idna.py:155(encode)
        6    0.000    0.000    0.000    0.000 request.py:370(_parse)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
       77    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        2    0.000    0.000    0.014    0.007 _models.py:1(<module>)
        6    0.000    0.000    0.000    0.000 message.py:529(get_all)
       60    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        3    0.000    0.000    0.000    0.000 _models.py:771(has_redirect_location)
        6    0.000    0.000    0.000    0.000 request.py:297(request_host)
      179    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       41    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      187    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 _models.py:371(__init__)
       17    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
       26    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
       19    0.000    0.000    0.000    0.000 _state.py:299(_fire_event_triggered_transitions)
       15    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
        3    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
        6    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        1    0.000    0.000    0.003    0.003 _multipart.py:1(<module>)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       37    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
      177    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.017    0.017 client.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _models.py:195(raw)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
      281    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
      401    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       43    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       87    0.000    0.000    0.000    0.000 __init__.py:255(escape)
      182    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        3    0.000    0.000    0.316    0.105 ssl.py:1095(read)
        3    0.000    0.000    0.756    0.252 ssl.py:449(wrap_socket)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        1    0.000    0.000    0.063    0.063 element.py:1(<module>)
        9    0.000    0.000    0.001    0.000 http11.py:163(_send_event)
        3    0.000    0.000    0.000    0.000 _connection.py:364(receive_data)
       30    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 __init__.py:135(BeautifulSoup)
       54    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       26    0.000    0.000    0.005    0.000 dataclasses.py:1257(wrap)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _types.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        7    0.000    0.000    0.000    0.000 parse.py:931(quote_from_bytes)
      346    0.000    0.000    0.000    0.000 typing.py:2154(cast)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
       13    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
       22    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
      232    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       72    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       86    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        3    0.000    0.000    0.000    0.000 _models.py:252(get_list)
      270    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       96    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
      126    0.000    0.000    0.000    0.000 __init__.py:1068(handle_data)
      182    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
      212    0.000    0.000    0.000    0.000 element.py:2788(descendants)
    70/40    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.032    0.016 _synchronization.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       13    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
      100    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
      190    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
       10    0.000    0.000    0.000    0.000 {built-in method time.time}
       13    0.000    0.000    0.001    0.000 dataclasses.py:638(_frozen_get_del_attr)
       70    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.042    0.021 connection.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:3262(__str__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
       39    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
       48    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
        3    0.000    0.000    0.316    0.105 ssl.py:1226(recv)
      107    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        3    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        2    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
        6    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
       13    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      154    0.000    0.000    0.000    0.000 __init__.py:122(unescape)
       48    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        4    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        6    0.000    0.000    0.000    0.000 parse.py:1058(unwrap)
        3    0.000    0.000    0.000    0.000 http11.py:344(close)
        1    0.000    0.000    0.002    0.002 _readers.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _models.py:961(close)
        7    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
       69    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
       16    0.000    0.000    0.006    0.000 css_parser.py:1149(process_selectors)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
        1    0.000    0.000    0.002    0.002 cookiejar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.001    0.001 memory.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       21    0.000    0.000    0.000    0.000 filter.py:617(_attribute_match)
        1    0.000    0.000    0.000    0.000 element.py:347(PageElement)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x100a9b880}
       98    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 http11.py:196(_receive_response_body)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
    27/25    0.000    0.000    0.013    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
       31    0.000    0.000    0.000    0.000 connection.py:192(is_idle)
       87    0.000    0.000    0.000    0.000 element.py:1821(is_empty_element)
        2    0.000    0.000    0.093    0.046 _api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        7    0.000    0.000    0.000    0.000 parse.py:855(quote)
        1    0.000    0.000    0.001    0.001 tasks.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        1    0.000    0.000    0.008    0.008 base_events.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
       88    0.000    0.000    0.000    0.000 __init__.py:636(set_up_substitutions)
        4    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        2    0.000    0.000    0.003    0.001 _eventloop.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 element.py:1578(Tag)
       15    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        6    0.000    0.000    0.000    0.000 parse.py:1079(_splittype)
        2    0.000    0.000    0.007    0.004 http11.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       56    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
        1    0.000    0.000    1.364    1.364 financial_enhanced.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       21    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
       23    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        6    0.000    0.000    0.000    0.000 _connection.py:84(_keep_alive)
       87    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
       56    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _events.py:1(<module>)
        7    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
       48    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
        3    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        1    0.000    0.000    0.001    0.001 from_thread.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        5    0.000    0.000    0.000    0.000 typing.py:746(Literal)
       42    0.000    0.000    0.000    0.000 _connection.py:224(their_state)
      104    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
       15    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        3    0.000    0.000    0.000    0.000 connection_pool.py:128(create_connection)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
        6    0.000    0.000    0.000    0.000 parse.py:1100(_splithost)
        3    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:1(<module>)
        4    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       50    0.000    0.000    0.000    0.000 _exceptions.py:7(map_exceptions)
        3    0.000    0.000    0.000    0.000 socket.py:516(family)
       15    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        3    0.000    0.000    0.000    0.000 _models.py:1228(__bool__)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _connection.py:235(start_next_cycle)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        9    0.000    0.000    0.000    0.000 _connection.py:517(send)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
        1    0.000    0.000    0.005    0.005 api.py:1(<module>)
       88    0.000    0.000    0.000    0.000 __init__.py:290(can_be_empty_element)
        7    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       10    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       18    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.002    0.002 _typing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:2761(_make_nmtuple)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       81    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
       27    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        4    0.000    0.000    0.000    0.000 _events.py:299(__init__)
       10    0.000    0.000    0.000    0.000 parse.py:672(unquote)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
       11    0.000    0.000    0.000    0.000 threading.py:124(RLock)
       33    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
        1    0.000    0.000    0.006    0.006 _connection.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1290(_cookies_for_request)
        5    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
        1    0.000    0.000    0.000    0.000 _status_codes.py:8(codes)
        1    0.000    0.000    0.000    0.000 tls.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        6    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
       13    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        3    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 message.py:913(get_content_charset)
      104    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.008    0.008 _fileio.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _models.py:876(read)
        1    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
       64    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       21    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
        3    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       96    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       16    0.000    0.000    0.014    0.001 css_parser.py:306(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       17    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
      112    0.000    0.000    0.000    0.000 enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1214(path_return_ok)
        1    0.000    0.000    0.030    0.030 formatter.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      141    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.005    0.005 cd.py:1(<module>)
       14    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
        1    0.000    0.000    0.000    0.000 stapled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _connection.py:151(Connection)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        3    0.000    0.000    0.001    0.000 _models.py:1110(set_cookie_header)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        4    0.000    0.000    0.000    0.000 _receivebuffer.py:67(_extract)
        1    0.000    0.000    0.015    0.015 css_parser.py:428(CSSParser)
       17    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        1    0.000    0.000    0.001    0.001 _client.py:340(build_request)
        3    0.000    0.000    0.000    0.000 _state.py:250(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.003    0.003 _content.py:1(<module>)
        3    0.000    0.000    0.001    0.000 default.py:130(close)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        9    0.000    0.000    0.000    0.000 connection.py:187(has_expired)
        8    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
      103    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       12    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        1    0.000    0.000    0.000    0.000 _tempfile.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        3    0.000    0.000    0.000    0.000 threading.py:616(set)
        6    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
        1    0.000    0.000    0.000    0.000 message.py:656(_get_params_preserve)
       15    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        7    0.000    0.000    0.000    0.000 _connection.py:260(_server_switch_event)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:64(__bytes__)
        6    0.000    0.000    0.000    0.000 _synchronization.py:240(__init__)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:1257(add_unredirected_header)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        4    0.000    0.000    0.000    0.000 _client.py:152(__iter__)
        9    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
       69    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
       11    0.000    0.000    0.000    0.000 _urls.py:168(host)
       17    0.000    0.000    0.000    0.000 request.py:383(get_full_url)
        3    0.000    0.000    0.000    0.000 connection.py:39(__init__)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
        2    0.000    0.000    0.014    0.007 parser.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _synchronization.py:281(__init__)
        1    0.000    0.000    0.000    0.000 element.py:1080(_find_all)
       60    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        9    0.000    0.000    0.000    0.000 connection.py:197(is_closed)
       74    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        7    0.000    0.000    0.000    0.000 message.py:150(__init__)
       98    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
