Exception 
         479298 function calls (455231 primitive calls) in 1.364 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 css_match.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.043    0.043 _auth.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:1117(set)
       16    0.000    0.000    0.001    0.000 dataclasses.py:661(_cmp_fn)
        6    0.000    0.000    0.000    0.000 parse.py:1210(_splittag)
        9    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
       43    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       31    0.000    0.000    0.000    0.000 http11.py:288(is_idle)
       69    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
        3    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
        8    0.000    0.000    0.000    0.000 inspect.py:3050(from_callable)
       14    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        1    0.000    0.000    0.000    0.000 filter.py:379(__init__)
        1    0.000    0.000    0.062    0.062 default.py:136(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       14    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        5    0.000    0.000    0.000    0.000 cookiejar.py:941(is_not_allowed)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       21    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
       29    0.000    0.000    0.000    0.000 filter.py:628(_match_attribute_value_helper)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       31    0.000    0.000    0.000    0.000 _connection.py:217(our_state)
        3    0.000    0.000    0.000    0.000 _connection.py:353(trailing_data)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       54    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
       40    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
       81    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        3    0.000    0.000    0.000    0.000 _headers.py:123(raw_items)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        9    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       14    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
       10    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
       87    0.000    0.000    0.000    0.000 _markupbase.py:36(getpos)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2265(_IPv6Constants)
       24    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        9    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.001    0.001 css_types.py:1(<module>)
       66    0.000    0.000    0.000    0.000 filter.py:260(_base_match)
       13    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
       44    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
       35    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.003    0.003 parser.py:104(feed)
      7/3    0.000    0.000    0.000    0.000 typing.py:1393(__repr__)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.013    0.013 ssl.py:683(create_default_context)
       44    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
      123    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:48(__init__)
      104    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
       13    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
       15    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
       45    0.000    0.000    0.000    0.000 filter.py:293(matches_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1542(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        3    0.000    0.000    0.000    0.000 _state.py:356(start_next_cycle)
        9    0.000    0.000    0.000    0.000 http11.py:291(is_closed)
        3    0.000    0.000    0.000    0.000 socket.py:506(detach)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.003    0.002 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       12    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        7    0.000    0.000    0.000    0.000 parser.py:123(set_cdata_mode)
        1    0.000    0.000    0.011    0.011 _policybase.py:1(<module>)
       71    0.000    0.000    0.000    0.000 parser.py:127(clear_cdata_mode)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       30    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
       38    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
        1    0.000    0.000    0.000    0.000 _decoders.py:92(__init__)
       81    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1851(_split_scope_id)
        3    0.000    0.000    0.000    0.000 _models.py:249(__init__)
       12    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       16    0.000    0.000    0.000    0.000 inspect.py:1458(repl)
        2    0.000    0.000    0.013    0.006 typing_extensions.py:2942(__call__)
        8    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       43    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
       19    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1529(info)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.065    0.065 _client.py:639(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _urls.py:282(raw_path)
        9    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        1    0.000    0.000    0.012    0.012 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:641(text)
        3    0.000    0.000    0.000    0.000 _writers.py:88(send_data)
       44    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.002    0.002 core.py:21(where)
       10    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
        6    0.000    0.000    0.000    0.000 connection.py:167(can_handle_request)
        6    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        7    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        3    0.000    0.000    0.000    0.000 connection.py:170(close)
        3    0.000    0.000    0.000    0.000 connection_pool.py:18(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.000    0.000 utils.py:260(decode_params)
       23    0.000    0.000    0.000    0.000 request.py:333(full_url)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
       27    0.000    0.000    0.000    0.000 element.py:2169(get)
        1    0.000    0.000    0.015    0.015 _config.py:23(create_ssl_context)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        3    0.000    0.000    0.000    0.000 http11.py:264(can_handle_request)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _urls.py:233(netloc)
        1    0.000    0.000    1.174    1.174 _client.py:930(_send_handling_auth)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
       42    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
       87    0.000    0.000    0.000    0.000 element.py:2228(__bool__)
       40    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    1.175    1.175 _client.py:771(request)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       24    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       18    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
        2    0.000    0.000    0.000    0.000 _client.py:83(_same_origin)
        3    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       24    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        3    0.000    0.000    0.000    0.000 http11.py:325(__init__)
        1    0.000    0.000    0.004    0.004 _urls.py:1(<module>)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        9    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
       30    0.000    0.000    0.000    0.000 inspect.py:3045(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 _urlparse.py:177(netloc)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        1    0.000    0.000    0.000    0.000 timeouts.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:449(feed)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        5    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:610(http_version)
       64    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        2    0.000    0.000    0.000    0.000 _urls.py:299(fragment)
        1    0.000    0.000    0.008    0.008 css_parser.py:326(__init__)
        7    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 _impl.py:1(<module>)
        8    0.000    0.000    0.000    0.000 inspect.py:3308(signature)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    1.175    1.175 _client.py:879(send)
       12    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        5    0.000    0.000    0.000    0.000 copy.py:61(copy)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.002    0.002 _utils.py:30(get_environment_proxies)
       29    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(ReceiveBuffer)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        3    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
       23    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        3    0.000    0.000    0.000    0.000 socket.py:522(type)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 pretty.py:1(<module>)
       21    0.000    0.000    0.000    0.000 filter.py:322(matches_tag)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        5    0.000    0.000    0.000    0.000 filter.py:491(_make_match_rules)
        7    0.000    0.000    0.000    0.000 inspect.py:3066(replace)
        3    0.000    0.000    0.000    0.000 _client.py:760(_transport_for_url)
       10    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 _client.py:494(_redirect_method)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:394(notify)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
        6    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        5    0.000    0.000    0.000    0.000 typing.py:514(__getitem__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:2461(_descriptor_get)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        1    0.000    0.000    0.008    0.008 to_thread.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 message.py:699(get_param)
       24    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        1    0.000    0.000    0.000    0.000 _client.py:1293(__exit__)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        3    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       12    0.000    0.000    0.000    0.000 _headers.py:104(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        6    0.000    0.000    0.000    0.000 request.py:356(data)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        4    0.000    0.000    0.000    0.000 _urlparse.py:422(validate_path)
        3    0.000    0.000    0.000    0.000 _urls.py:307(is_absolute_url)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        3    0.000    0.000    0.000    0.000 _config.py:86(__init__)
       17    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        3    0.000    0.000    0.000    0.000 sync.py:141(close)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        1    0.000    0.000    0.000    0.000 _models.py:85(_parse_content_type_charset)
        5    0.000    0.000    0.000    0.000 element.py:85(__getattr__)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1880(IPv6Address)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
       26    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 _models.py:441(_prepare)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        3    0.000    0.000    0.000    0.000 _headers.py:107(__bool__)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.062    0.062 _client.py:718(_init_transport)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
        3    0.000    0.000    0.000    0.000 connection_pool.py:390(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        3    0.000    0.000    0.000    0.000 default.py:122(__init__)
        3    0.000    0.000    0.000    0.000 _writers.py:94(send_eom)
        3    0.000    0.000    0.000    0.000 _synchronization.py:284(set)
        2    0.000    0.000    0.000    0.000 filter.py:225(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:77(maybe_extract_at_most)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1135(return_ok_secure)
       12    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        2    0.000    0.000    0.000    0.000 _auth.py:62(sync_auth_flow)
        1    0.000    0.000    0.002    0.002 _adapters.py:144(_reader)
       25    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
        3    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
       14    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
       26    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
       26    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:2740(find_all)
        1    0.000    0.000    0.000    0.000 http11.py:43(HTTP11Connection)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        3    0.000    0.000    0.000    0.000 _client.py:145(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:86(CompleteDirs)
        3    0.000    0.000    0.000    0.000 _readers.py:123(__init__)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        3    0.000    0.000    0.000    0.000 _headers.py:275(has_expect_100_continue)
        6    0.000    0.000    0.000    0.000 _urls.py:126(scheme)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _urls.py:319(is_relative_url)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 filter.py:347(SoupStrainer)
       19    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        3    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
        1    0.000    0.000    0.000    0.000 _urls.py:425(__init__)
       27    0.000    0.000    0.000    0.000 typing.py:1599(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        3    0.000    0.000    0.000    0.000 _events.py:247(__post_init__)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:527(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        7    0.000    0.000    0.000    0.000 cookiejar.py:1114(return_ok_version)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.002    0.002 request.py:2697(getproxies)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        3    0.000    0.000    0.000    0.000 {method 'selected_alpn_protocol' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.031    0.031 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        5    0.000    0.000    0.000    0.000 cookiejar.py:926(is_blocked)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
       44    0.000    0.000    0.000    0.000 inspect.py:2777(kind)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        6    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:57(__bool__)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        6    0.000    0.000    0.000    0.000 sync.py:121(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1123(return_ok_verifiability)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:384(_has_code_flag)
        1    0.000    0.000    0.000    0.000 __init__.py:175(Path)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 _client.py:413(_merge_cookies)
        2    0.000    0.000    0.000    0.000 _client.py:62(_is_https_redirect)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1307(<lambda>)
       21    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
