Exception 
         477663 function calls (453212 primitive calls) in 6.674 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        4    0.000    0.000    0.352    0.088 ssl.py:1237(recv_into)
      122    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.006    0.006 socket.py:1(<module>)
       57    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
       13    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
       38    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
    80/47    0.000    0.000    0.198    0.004 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       24    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        3    0.000    0.000    0.729    0.243 ssl.py:1313(do_handshake)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      244    0.000    0.000    0.000    0.000 types.py:192(__init__)
        1    0.000    0.000    0.000    0.000 models.py:909(text)
      192    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        2    0.000    0.000    0.001    0.000 connectionpool.py:1170(_close_pool_connections)
      524    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      299    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      519    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
      538    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       37    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
        3    0.000    0.000    0.002    0.001 client.py:245(parse_headers)
        3    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
      212    0.000    0.000    0.000    0.000 element.py:2788(descendants)
        3    0.000    0.000    0.000    0.000 feedparser.py:100(push)
      223    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       62    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
       22    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    1.329    1.329 api.py:62(get)
      176    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 client.py:463(read)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       60    0.000    0.000    0.001    0.000 typing.py:1458(copy_with)
       19    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        9    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
      404    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
        1    0.000    0.000    0.090    0.090 ssl.py:1(<module>)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        3    0.000    0.000    0.000    0.000 socket.py:681(__init__)
       70    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
      154    0.000    0.000    0.001    0.000 __init__.py:122(unescape)
        2    0.000    0.000    0.001    0.001 cookies.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {built-in method time.time}
      752    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
      216    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       18    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
      321    0.000    0.000    0.000    0.000 typing.py:2154(cast)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        4    0.000    0.000    0.352    0.088 ssl.py:1095(read)
        2    0.000    0.000    0.003    0.002 request.py:1(<module>)
      176    0.000    0.000    0.003    0.000 _parser.py:98(closegroup)
       15    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
      123    0.000    0.000    0.000    0.000 enum.py:202(__get__)
       40    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        3    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       78    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
       27    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
        3    0.000    0.000    0.000    0.000 response.py:710(_init_length)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
       13    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        3    0.000    0.000    0.939    0.313 connectionpool.py:1085(_validate_conn)
       13    0.000    0.000    0.001    0.000 response.py:1069(stream)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        3    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
      265    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        3    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
    44/32    0.000    0.000    0.005    0.000 css_parser.py:579(parse_pseudo_class)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        3    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
       13    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
       87    0.000    0.000    0.000    0.000 element.py:1821(is_empty_element)
        3    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
       34    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
      247    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        1    0.000    0.000    0.011    0.011 url.py:1(<module>)
      200    0.000    0.000    0.000    0.000 typing.py:723(<genexpr>)
      288    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
       48    0.000    0.000    0.000    0.000 util.py:19(to_str)
       88    0.000    0.000    0.000    0.000 __init__.py:290(can_be_empty_element)
      412    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      338    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       21    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
        3    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.027    0.027 css_parser.py:1(<module>)
        3    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       21    0.000    0.000    0.000    0.000 filter.py:617(_attribute_match)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
        1    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       60    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
      262    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       88    0.000    0.000    0.000    0.000 __init__.py:636(set_up_substitutions)
        3    0.000    0.000    0.000    0.000 client.py:1027(send)
       14    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       34    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
  142/137    0.000    0.000    0.000    0.000 css_parser.py:385(_freeze_relations)
        3    0.000    0.000    0.000    0.000 message.py:483(items)
    81/55    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
        3    0.000    0.000    0.000    0.000 socket.py:770(close)
       12    0.000    0.000    0.000    0.000 response.py:475(_init_decoder)
        3    0.000    0.000    0.181    0.060 exceptions.py:1(<module>)
      143    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       28    0.000    0.000    0.000    0.000 ipaddress.py:2189(__init__)
       70    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.001    0.000 models.py:382(copy)
        7    0.000    0.000    0.013    0.002 request.py:2670(proxy_bypass_macosx_sysconf)
    29/16    0.000    0.000    0.241    0.015 {built-in method builtins.__import__}
       52    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       20    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        7    0.000    0.000    0.001    0.000 typing.py:2761(_make_nmtuple)
        2    0.000    0.000    0.016    0.008 connection.py:1(<module>)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
        3    0.000    0.000    0.800    0.267 ssl_.py:410(ssl_wrap_socket)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        3    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        9    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
       55    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
      234    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
       31    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
      192    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       18    0.000    0.000    0.001    0.000 cookiejar.py:1123(return_ok_verifiability)
       64    0.000    0.000    0.000    0.000 typing.py:885(__init__)
       56    0.000    0.000    0.000    0.000 threading.py:394(notify)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1886(__init__)
       33    0.000    0.000    0.000    0.000 client.py:1064(_output)
        3    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:509(urlunparse)
       91    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       19    0.000    0.000    0.000    0.000 ipaddress.py:1475(__init__)
        3    0.000    0.000    0.001    0.000 poolmanager.py:245(_new_pool)
        2    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
    40/31    0.000    0.000    0.005    0.000 css_parser.py:746(parse_pseudo_open)
  133/115    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
       15    0.000    0.000    0.000    0.000 connection.py:163(host)
       42    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.002    0.001 cookies.py:140(get_cookie_header)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
      127    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.000    0.000 filter.py:379(__init__)
        3    0.000    0.000    0.003    0.001 utils.py:854(resolve_proxies)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       63    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.002    0.001 models.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.140    0.140 client.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        3    0.000    0.000    0.000    0.000 message.py:243(get_payload)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
    87/62    0.000    0.000    0.002    0.000 typing.py:508(__getitem__)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1214(path_return_ok)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 response.py:101(__init__)
        9    0.000    0.000    0.000    0.000 threading.py:277(__init__)
    71/40    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      140    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        3    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
        8    0.000    0.000    0.001    0.000 models.py:890(content)
       58    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        3    0.000    0.000    0.001    0.000 cookies.py:428(copy)
        1    0.000    0.000    0.038    0.038 ssl_.py:1(<module>)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       71    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        3    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        3    0.000    0.000    0.001    0.000 adapters.py:423(get_connection_with_tls_context)
       58    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
       63    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       14    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        3    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
       22    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
        5    0.000    0.000    0.001    0.000 cookies.py:542(merge_cookies)
        7    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       21    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       13    0.000    0.000    0.001    0.000 models.py:816(generate)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        3    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        3    0.000    0.000    0.729    0.243 ssl.py:449(wrap_socket)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       25    0.000    0.000    0.001    0.000 typing.py:740(Optional)
        5    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
        3    0.000    0.000    0.017    0.006 response.py:1(<module>)
        1    0.000    0.000    0.025    0.025 connectionpool.py:1(<module>)
       58    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.006    0.006 cookiejar.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        6    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       24    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
       14    0.000    0.000    0.012    0.001 hashlib.py:126(__get_openssl_constructor)
       56    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        6    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        3    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        7    0.000    0.000    0.014    0.002 request.py:2684(proxy_bypass)
       12    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        3    0.000    0.000    0.003    0.001 sessions.py:302(rebuild_proxies)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        4    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
       11    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       73    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
       24    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
       12    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       29    0.000    0.000    0.000    0.000 filter.py:628(_match_attribute_value_helper)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
      165    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.000    0.000 ssl_.py:484(is_ipaddress)
        4    0.000    0.000    0.000    0.000 parse.py:520(urlunsplit)
        3    0.000    0.000    0.001    0.000 poolmanager.py:346(connection_from_pool_key)
    25/22    0.000    0.000    0.183    0.008 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x102ae1620}
        3    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
        2    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        3    0.000    0.000    0.000    0.000 queue.py:34(__init__)
       12    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       15    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
       87    0.000    0.000    0.000    0.000 _markupbase.py:36(getpos)
        4    0.000    0.000    0.000    0.000 models.py:334(__init__)
        4    0.000    0.000    0.002    0.000 cookiejar.py:1290(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 __init__.py:135(BeautifulSoup)
       66    0.000    0.000    0.000    0.000 filter.py:260(_base_match)
        3    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
        3    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
       49    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        2    0.000    0.000    0.002    0.001 abc.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.057    0.057 element.py:1(<module>)
        3    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
        9    0.000    0.000    0.000    0.000 idna.py:155(encode)
       58    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
       13    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        9    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        4    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        2    0.000    0.000    0.000    0.000 connection.py:369(close)
        1    0.000    0.000    0.001    0.001 element.py:1080(_find_all)
       77    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
       21    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       18    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.002    0.001 models.py:610(prepare_cookies)
      142    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
      244    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        3    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
       10    0.000    0.000    0.000    0.000 response.py:766(_error_catcher)
        7    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
       17    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.003    0.003 random.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        3    0.000    0.000    0.001    0.000 poolmanager.py:321(connection_from_context)
       24    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        3    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       24    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        3    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        6    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        6    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       45    0.000    0.000    0.000    0.000 filter.py:293(matches_string)
        6    0.000    0.000    0.000    0.000 message.py:150(__init__)
        6    0.000    0.000    0.000    0.000 structures.py:76(copy)
       18    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        7    0.000    0.000    0.000    0.000 parse.py:1150(_splitport)
       36    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
        3    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        5    0.000    0.000    0.000    0.000 response.py:832(_fp_read)
        3    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        8    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x102a55a80}
        3    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        7    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
       63    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        3    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        3    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        6    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        1    0.000    0.000    0.009    0.009 _htmlparser.py:449(feed)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
       71    0.000    0.000    0.000    0.000 parser.py:127(clear_cdata_mode)
        3    0.000    0.000    0.001    0.000 poolmanager.py:292(connection_from_host)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        6    0.000    0.000    0.000    0.000 cookiejar.py:983(set_ok_verifiability)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        3    0.000    0.000    0.000    0.000 response.py:270(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:1(<module>)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        6    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.012    0.012 sessions.py:750(merge_environment_settings)
        2    0.000    0.000    0.026    0.013 api.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.002    0.002 _typing.py:1(<module>)
        7    0.000    0.000    0.000    0.000 response.py:666(release_conn)
        3    0.000    0.000    0.000    0.000 adapters.py:280(cert_verify)
       16    0.000    0.000    0.006    0.000 css_parser.py:1149(process_selectors)
        4    0.000    0.000    0.013    0.003 utils.py:816(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 element.py:347(PageElement)
       36    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        5    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
      113    0.000    0.000    0.000    0.000 enum.py:1292(value)
        4    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.032    0.032 compat.py:1(<module>)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       33    0.000    0.000    0.000    0.000 queue.py:251(_put)
        6    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.003    0.003 adapters.py:1(<module>)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        3    0.000    0.000    0.005    0.002 ssl.py:430(__new__)
        3    0.000    0.000    0.000    0.000 adapters.py:523(request_url)
        7    0.000    0.000    0.000    0.000 socket.py:732(readable)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
      270    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       16    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
        4    0.000    0.000    0.001    0.000 request.py:2697(getproxies)
       68    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 element.py:1578(Tag)
        2    0.000    0.000    0.001    0.000 core.py:1(<module>)
        3    0.000    0.000    0.000    0.000 response.py:494(_decode)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       18    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       27    0.000    0.000    0.000    0.000 element.py:2169(get)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        3    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.009    0.009 parser.py:104(feed)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
        1    0.000    0.000    0.026    0.026 hashlib.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ssl.py:1173(send)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
       17    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        3    0.000    0.000    0.000    0.000 ssl.py:556(options)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        3    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        3    0.000    0.000    0.000    0.000 sessions.py:333(rebuild_method)
        5    0.000    0.000    0.000    0.000 filter.py:491(_make_match_rules)
