"id","created_at","name","has_test","alternate_url"
"123366738","2025-07-29T13:03:23+0300","-",false,"https://hh.ru/vacancy/123366738"
"123393842","2025-07-29T17:43:24+0300","-",false,"https://hh.ru/vacancy/123393842"
