"id","created_at","name","has_test","alternate_url"
"123938355","2025-08-12T10:55:24+0300","-",false,"https://hh.ru/vacancy/123938355"
"123938688","2025-08-12T10:59:56+0300","-",false,"https://hh.ru/vacancy/123938688"
"123943372","2025-08-12T11:59:34+0300","-",false,"https://hh.ru/vacancy/123943372"
"123969965","2025-08-12T15:23:24+0300","-",false,"https://hh.ru/vacancy/123969965"
