"id","created_at","name","has_test","alternate_url"
"123872727","2025-08-11T08:17:50+0300","-",false,"https://hh.ru/vacancy/123872727"
"123876026","2025-08-11T09:09:14+0300","Junior",false,"https://hh.ru/vacancy/123876026"
"123918645","2025-08-11T18:54:32+0300","-",false,"https://hh.ru/vacancy/123918645"
