"id","created_at","name","has_test","alternate_url"
"123651307","2025-08-05T13:50:12+0300","-",false,"https://hh.ru/vacancy/123651307"
"123671848","2025-08-05T19:08:16+0300","-",false,"https://hh.ru/vacancy/123671848"
